place_id,place_name,latitude,longitude,address,zip_code
ChIJc-eYmuTTD4gRhwZgDCvZkVc,"wilson wings, inc/wingstop restaurant",41.964980646730034,-87.6570431978857,4547 n broadway ,60640
ChIJ42LKIkXSD4gRJESCTSDTLRI,cafe tola iii,41.94686638500085,-87.66992922716084,1625 w addison ave ,60613
ChIJDfhRPFAoDogR4tOVFxluH7I,surf's up south shore,41.76641105932833,-87.56989324244854,2236 e 71st st ,60649
ChIJyw8Mx7AsDogRFvhuNG25jWw,prime & provisions,41.88635160448858,-87.63261394551859,222 n la salle st ,60601
ChIJH1pBmcbND4gRwIlAvNNU0mQ,chef rafael & son's,41.961107784056075,-87.72367413134295,3816 w montrose ave ,60618
ChIJAd4TlqAtDogRo4Qy78m-2Y0,cafeteria emmanuel,41.85575084068333,-87.67414867425646,1915 w 19th st ,60608
ChIJ07oClassDogRccjo-BBesIc,volare,41.89165221441017,-87.62260381408842,201 e grand ave ,60611
ChIJV9pYbJssDogRafJH1kYVdSw,aurelio's pizza,41.95117555641557,-87.65954180248545,3801-3809 n clark st ,60613
ChIJyf4ZPKMsDogR76SOOfRP3Pw,mcdonald's ,41.87803442833617,-87.63117140697916,111 w jackson blvd ,60604
ChIJRxifAzktDogRN2nIERsJ-WE,saalar on taylor,41.86917813329072,-87.66490728096329,1519 w taylor st ,60607
ChIJFT1ZQ6fTD4gRZbW5y6GKtXc,city press juice & bottle,41.935858590261375,-87.64411122389545,2931 n broadway ,60657
ChIJt9SAcPYsDogRhAqZ_UAidbU,taylor food mart,41.86936297120396,-87.65333595857271,1059 w taylor st ,60607
ChIJ-YHivtosDogRCSNDnAVbGJ0,the front room/back door saloon,41.88448745290833,-87.6491911592787,844 w randolph st ,60607
ChIJFT1ZQ6fTD4gRZbW5y6GKtXc,city harvest cafe,41.935858590261375,-87.64411122389545,2931 n broadway ,60657
ChIJUbmpRLQtDogR5knsWaaMTwE,hamburger heaven,41.83995990967843,-87.66118066844194,3001 s archer ave ,60608
ChIJf6Pk4xLND4gRJ1gdldJdWb4,vito & angelo pizzeria inc.,41.92469107502236,-87.7188292868979,3644 w fullerton ave ,60647
ChIJqwigo2zTD4gR1mzw9bPmH6A,ricardo's restaurant,41.93153614706596,-87.73796114134402,4429 w diversey ave ,60639
ChIJ79dqjrLTD4gRCYX1tuCTjWA,hvac pub,41.94634047438016,-87.65599520228523,3530 n clark st ,60657
ChIJC0ont2MsDogRC0gYeH5fqbo,little lamb hot pot,41.85281839386875,-87.63186166579212,2201 s wentworth ave ,60616
ChIJ75FYo1XTD4gR09XzaIkt9Pw,takorea cocina,41.90017741931994,-87.68710513447826,1022 n western ave ,60622
ChIJo4okqP8sDogRN-nnBPDlbzg,cuernavaca restaurant inc,41.85807383601942,-87.65579980518957,1160 w 18th st ,60608
ChIJ96_QzLPTD4gRUFIpFqZi9Tk,wrigleyville rooftops,41.94915254326036,-87.6544465885995,1000-1010 w waveland ave ,60613
ChIJHRVy4S_TD4gR_nziGwur74A,los tacos boys ,41.90450210717989,-87.64826686780405,1234 n halsted st bldg c,60642
ChIJOXroDFoxDogRvQaKXWTxADk,xocome antojeria,41.80010753541636,-87.7344682734755,5200 s archer ave ,60632
ChIJrwzAc8EkDogRBfbDd7SsMWM,lumes pancake house,41.68267169604251,-87.6807260850454,11601 s western ave ,60643
ChIJPV-ST2PND4gRgsap15LwzEE,paulie gee's logan square,41.925847547256716,-87.70191910956856,2451 n milwaukee ave ,60647
ChIJV8r1G8csDogRiEqTKAqkhlg,madison tavern,41.88199433820508,-87.6397586848809,500 w madison st ,60661
ChIJFwWv0NosDogRhfoCeskZOu4,green street smoked meats/high five ramen/sawada c,41.8835537007592,-87.64872613453178,112 n green st ,60607
ChIJkfVBaQspDogREWt04X2S5sw,canady enterprises corp x,41.88199433820508,-87.6397586848809,500 w madison st ,60661
ChIJJWm5t5vSD4gRRD0XgM-r5RE,lockdown,41.90024592490344,-87.68710608576528,1024 n western ave ,60622
ChIJndt3JvYlDogRz1w737vGFEg,"firehouse of dan ryan, inc.",41.73637382027632,-87.62723156456728,100 w 87th st ,60620
ChIJC4nFNL7ND4gRfCWxfHv2s_E,hearth and crust restaurant,41.95387754108717,-87.718238078095,3608 w irving park rd ,60618
ChIJFWFvHpsvDogRuPWUaUG21Vs,belizean american jerk,41.77952128488156,-87.66709367139929,1708 w 63rd st ,60636
ChIJ27_C5BXOD4gR1FHg7dhzcOI,"new hong kong buffet, inc",41.99544060218509,-87.71291737890452,6249 n mccormick rd ,60659
ChIJGUsemCHTD4gRdrBxeW4gyDs,"goose island bar - t1, b4",42.008536400868735,-87.91442843927048,11601 w touhy ave ,60666
ChIJ35vwJwXSD4gROWtr7rXWMhc,bourbon cafe',41.96830877194304,-87.68853600406185,4768 n lincoln ave ,60625
ChIJ95FO7q7SD4gRmXyNP3XytPU,guerrero's tacos and pizza,41.90309062624636,-87.69078586500395,2534 w division st ,60622
ChIJbWP15MLRD4gRahJkOoR68F8,hydedrabad house,41.997688426542666,-87.68600797350256,2225 w devon ave ,60659
ChIJd5snQEYkDogRHEkGJtCC3Hc,checkers ,41.685458811028944,-87.64201677375816,11449 s halsted st ,60628
ChIJ9V0QLkstDogRetKlFC04RBc,takie outit,41.89595603957177,-87.6808420300601,2132 w chicago ave ,60622
ChIJ2c3DwRlLDogRg-_Q7BFooHU,delicias ice cream,41.851784693672144,-87.69610494194784,2813 w cermak rd ,60623
ChIJCTXuwpDND4gROLXDQeIVJH8,"munchies gyros, inc.",41.948167728769576,-87.71131602708118,3682 n elston ave ,60618
ChIJm7nuhRstDogRosW1NofAXbI,couscous restarurant,41.86920031338893,-87.66347266172151,1445 w taylor st ,60607
ChIJj2uXg53LD4gR2LfGO9sazs4,frank's pizzeria,41.93838369187664,-87.7887923608626,6506 w belmont ave ,60634
ChIJOellLKPND4gRSUhoMyMakr8,shell subway,41.94657905619319,-87.72018625904587,3700 w addison st ,60618
ChIJkeRZqh3ND4gR5TZ_SNMmbqc,ponce restaurant,41.92428005782633,-87.73464807570147,4313 w fullerton ave ,60639
