,place_id,place_name,latitude,longitude,address,zip_code,rating,total_number_of_ratings
10324,ChIJId-a5bLTD4gRZB-mXaeNiMY,captain morgan's,41.94731748901496,-87.65641794764645,1060 w addison st,60613.0,2.7,11.0
10326,ChIJbaxQRdksDogR1rbmsHZEVcY,real comfort american kitchen,41.88157126308661,-87.65380789789538,1045 w madison st,60607.0,3.0,5.0
10327,ChIJ7dvsd8_ND4gRh7lzshw_IxA,mcgill's  bar  & grill,41.963927828458594,-87.72776333434071,4551-4553 n pulaski rd,60630.0,4.2,9.0
10331,ChIJJeYoBpLND4gRTxRv0CN2Tfg,tamales garibay,41.95201895926,-87.70781673186848,3859 n kedzie ave,60618.0,4.1,7.0
10335,ChIJxTPz70AsDogRW9eMs_oPndU,bridgeport yogurt & cafe,41.83778774302407,-87.6415528448316,3108 s wallace st,60616.0,4.9,26.0
10337,ChIJizCZ0kzTD4gRWgbYEePWcfU,"karyn's cooked, inc.",41.89592016641943,-87.63433035556713,738 n wells st,60654.0,4.0,42.0
10338,ChIJlayma2bLD4gR8cG0Ah7oQUs,"tony,s chinese & american restaurant",41.92229032778936,-87.78469456032644,6347 w grand ave,60639.0,4.5,116.0
10342,ChIJGYCIvbMuDogRz4IwSmt5s3s,union sub,41.80211854301136,-87.62211491496085,110 e 51st st,60615.0,3.9,161.0
10343,ChIJJ7I4n0HMD4gR74mW-43wc8g,e wok cafe,41.95344087020122,-87.75455318593346,5056 w irving park rd,60641.0,4.3,11.0
10344,ChIJb54R5Z_SD4gRnyoP8HSXTEs,china fast wok inc,41.91810712421968,-87.69736529538595,2020 n california ave,60647.0,4.0,149.0
10347,ChIJfQbCybDTD4gRZ-yICZg1Jk4,jitlada thai house restaurant,41.94955706078414,-87.64940929621271,3715-3717 n halsted st,60613.0,4.4,22.0
10351,ChIJ3xycI_ktDogRQk2JSeFLdEs,la concha,41.82283838377082,-87.6947700614686,3858 s california ave,60632.0,4.1,30.0
10352,ChIJE0ccexwtDogRkmgHtK4lvrU,bascule wine bar & american bistro,41.86921677973378,-87.66249389074505,1421 w taylor,60607.0,5.0,6.0
10356,ChIJaeF-TnHND4gRfgi70vM0c20,pinot's palette logan square,41.93140890561453,-87.71148141868228,2768 n milwaukee ave,60647.0,4.9,161.0
10359,ChIJEdKIWb7ND4gR4_5AJntAp2g,"c-manny's mexican cuisine ii, inc.",41.953627922832354,-87.71947320701166,3641 w irving park rd,60618.0,5.0,3.0
10360,ChIJD2Bbb2LND4gRHEWhTHks638,yogurt daze,41.9231786669809,-87.69814710122097,2817 w belden ave,60647.0,3.7,3.0
10361,ChIJZ2-yxYMoDogRNn7O0wtb32Y,kenny's ribs & dusties express,41.73869100380115,-87.58510330731285,8601 s stony island ave,60617.0,3.4,59.0
10363,ChIJLYWyvaQoDogRBKm2Uyw3Tlw,d and m cafe,41.74463071532952,-87.60490519818548,8239 s cottage grove ave,60619.0,4.0,4.0
10364,ChIJdTwcR5ksDogR7kAxJBExC9k,brasserie by lm,41.87181181410728,-87.62431549922361,800 s michigan ave,60605.0,3.4,38.0
10369,ChIJxyvvS_rND4gRfmh4bN8PC34,taqueria san matias,41.968383153992136,-87.70381873488532,3005 w lawrence ave,60625.0,3.0,1.0
10371,ChIJ0eRbj64gDogRkVyOT2nJTJQ,jj's gyros,41.649363992063094,-87.5468534433004,13507 s brainard ave,60633.0,3.7,3.0
10373,ChIJE0btJYrLD4gRzPBQzO3LTmg,perkolator,41.95314063266225,-87.7780655339802,6032 w irving park rd,60634.0,4.7,343.0
10374,ChIJU1qsyT3SD4gRaOdLOc6LmRA,bar rista cafe,41.961605669949854,-87.67596676683779,1834 w montrose ave,60613.0,4.3,11.0
10383,ChIJvYn_7J0vDogRao3vKbZ_adE,white castle ,41.750534981258156,-87.65865206228969,1400 w 79th st,60620.0,3.8,853.0
10388,ChIJMZ_t47vSD4gRAcgjwxdpEh8,birchwood kitchen,41.91027701064524,-87.68286119020127,2211 w north ave,60647.0,4.6,65.0
10390,ChIJTf9lVtzRD4gRmTVSv4bdvYM,zeenat  banquets  inc,41.998494619825685,-87.69005306868179,6424 n western ave,60645.0,4.5,2.0
10391,ChIJNfSHcRwtDogRHQVX4OEQv2M,ichiban sushi cafe,41.86943380987853,-87.66264704407905,1422 w taylor st,60607.0,3.5,21.0
10402,ChIJcZoilLXTD4gRP2dyYtiqawg,petite pita,41.95427746181071,-87.65468607461882,3952 n sheridan rd,60613.0,3.7,11.0
10403,ChIJd5uhCqssDogRC3-Xd5GbjMg,tre soldi,41.892678418310624,-87.62211888192721,212 e ohio st,60611.0,4.2,70.0
10410,ChIJ15QcDawsDogRa65oI_4Qogg,michael jordan's steakhouse,41.89112059304888,-87.62398870432278,505 n michigan ave,60611.0,4.4,1593.0
10413,ChIJxWRpeVEvDogRbaAG1br0o1w,kam chop suey,41.7435505215265,-87.6240090920912,7 e 83rd st,60619.0,4.1,126.0
10414,ChIJvQCLSF8tDogRE_0WoPY_kvg,"wallace catfish, inc.",41.88118544276042,-87.69636210906256,2800 w madison st,60612.0,3.3,12.0
10416,ChIJpyWeXbEsDogRpjesqrD4_2U,vinyl social food & drink,41.889900231874854,-87.63203247618843,121 w hubbard st,60654.0,3.1,7.0
10418,ChIJf7EWOsAsDogRLIZnNHdiCUs,bakery garden cafe inc.,41.87664684111582,-87.64069511931959,525 w van buren st,60607.0,4.7,3.0
10419,ChIJ22x5n6bTD4gR_x7u-Fgpxlw,nannan asian cafe,41.94015060657449,-87.64459420851841,602 w belmont ave,60657.0,4.7,3.0
10420,ChIJORBGIALSD4gRNsuYfm48Hqk,seoul dan lan ii,41.974596791124746,-87.69235541072091,5116 n lincoln ave,60625.0,4.5,2.0
10422,ChIJN9RdvmMsDogRnAHTt0iuVlg,wan shi da bakery & cafe,41.852023150198406,-87.63184844304722,2229 s wentworth ave,60616.0,4.5,2.0
10424,ChIJPRugOjYyDogRK7YHca8dPDQ,mexico lindo,41.836923800437326,-87.73036890225058,4224 w 31st st,60623.0,4.7,3.0
10426,ChIJJbWZ5C_TD4gRN0WmXgbmzek,"pronto 'za, llc",41.90450210717989,-87.64826686780405,1234 n halsted st,60642.0,4.9,7.0
10432,ChIJ1WoaY5svDogRu2BrlhIPucY,jamaican tropical cuisine,41.74862470541785,-87.66325181074512,7959 s ashland ave,60620.0,4.2,86.0
10436,ChIJEyHLLXIpDogRtIAADWVjtdw,53rd street bicycle center,41.79967733344662,-87.58681064091067,1558 e 53rd st,60615.0,4.5,2.0
10437,ChIJNZvFKfnSD4gRfOGEJwvSYo4,a plate on southport,41.93309241339404,-87.66343576370899,2819 n southport ave,60657.0,4.0,8.0
10442,ChIJvxUInL3SD4gRvJjDRYr84Fw,sterling goss limited,41.91537964796298,-87.68473893840267,1845 n oakley ave,60647.0,4.5,2.0
10445,ChIJgz2DHpnTD4gR-iJG69kmqdk,taoueria el ranchito ,41.96678035611527,-87.66690609445554,4651 n clark st,60640.0,3.3,129.0
10446,ChIJzTBa0rzSD4gRZQbjbN_KmJE,sticky rice chiang mai,41.91349758745235,-87.687451558636,1746 n western ave,60647.0,4.1,11.0
10447,ChIJqR3v787SD4gRxmP7U4nFuJE,tropikava,41.90272017551511,-87.67100464747108,1115 n hermitage ave,60622.0,4.8,143.0
10450,ChIJNW6H71DKD4gRM5Z1wuhelxc,"don miguel caffe & sandwich shop,inc.",41.94521257883548,-87.8237277801767,7850 w addison st,60634.0,3.0,3.0
10453,ChIJD8aFbGQsDogRj83nihblAgA,the flaming pot inc.,41.849706090496255,-87.63208955920662,2342-2344 s wentworth ave,60616.0,4.8,6.0
10456,ChIJgX6A_LksDogRELfpRfbLPfM,curried,41.88513652775062,-87.63376649625414,171 n wells st,60606.0,3.0,4.0
10457,ChIJAe0O86jLD4gRxba7oLJk7Xk,crazy calabrese,41.941242141901604,-87.80700925680553,3350 n harlem ave,60634.0,5.0,1.0
10458,ChIJhWH51OzSD4gRu36Tq-cw3wY,luscious layers bakery,41.923313127988244,-87.67767531799181,2315 n damen ave,60647.0,5.0,2.0
10461,ChIJ--SRaLUyDogRrDp1lJG2siE,whales fish & chicken,41.895570010057476,-87.71637706926153,3600 w chicago ave,60651.0,3.9,393.0
10467,ChIJ3VLaG8fSD4gRiai7rNk8i_I,icream,41.90952654956761,-87.6759097765158,1537 n milwaukee ave,60622.0,4.0,40.0
10474,ChIJT7Wpyj4tDogRRAPwjAbwk5s,the united center,41.88124145680335,-87.6742825339533,1901 w madison st,60612.0,4.6,16232.0
10478,ChIJPVN3JHvMD4gR0Hd0Oovb2S8,presence our lady of the resurrection,41.94574757468233,-87.76853827934009,5645 w addison st,60634.0,2.3,6.0
10479,ChIJG1XQ-VUvDogRE4L509rJB3g,mcdonald's ,41.73625546179032,-87.62291750820593,29 e 87th st,60619.0,3.4,1247.0
10482,ChIJC3yOBmssDogReumjsmD3nMM,husky hog bbq,41.838076892089575,-87.63543911088024,335 w 31st st,60616.0,4.9,21.0
10483,ChIJodKu7VrJD4gRuAOxNNKV2SU,natalie's drive in,41.98600113711187,-87.78752792018706,5729 n northwest hwy,60646.0,4.0,7.0
10486,ChIJLRk8cmIsDogRbOHZB4C_XBY,sala bua thai cuisine,41.85528170377401,-87.63199264229414,2002 s wentworth ave bldg 103,60616.0,4.0,4.0
10488,ChIJ42_2iDYvDogRs8CkYZL_H5c,state street grill,41.76523270092728,-87.62475348292358,7107 s state st,60619.0,4.0,328.0
10495,ChIJ_ed6lUjTD4gRMtjN9qcESYM,old town burger saloon,41.90415070255982,-87.63463643971943,1208 n wells st,60610.0,2.5,2.0
10496,ChIJPdRpuCzSD4gR59UHznFVal8,uptown lounge,41.96914479349503,-87.65910171892875,1136-1140 w lawrence ave,60640.0,4.2,369.0
10500,ChIJecsOtwktDogRTuwC795RqUM,pupuseria el excelente,41.85783609011153,-87.67100647272234,1758 w 18th st,60608.0,4.6,11.0
10501,ChIJkUh6Vr3SD4gR4t9SRUda-z0,western,41.91606265136855,-87.68722577756702,1909-1911 n western ave,60647.0,4.3,31.0
10514,ChIJWa_KITUvDogRQFiByk2IXpk,eternity juice bar & deli,41.758212289805385,-87.61984214998829,201 e 75th st,60619.0,3.9,13.0
10515,ChIJP3G2vxQsDogRt2w-p5VnGgc,chicago schnitzel king,41.83466629416884,-87.63441435073965,308 w 33rd st,60616.0,5.0,2.0
10518,ChIJT2sWM_7SD4gRTGR5CyGxf_c,gino's east,41.93272450962953,-87.6587328440651,2801 n lincoln ave,60657.0,4.3,376.0
10523,ChIJGXVA71DJD4gRC_YvQtt3UEU,kouks vintage cafe,41.98413691214157,-87.78419745799988,5653 n northwest hwy,60646.0,5.0,3.0
10529,ChIJmW5U328mDogRIgIrKFctIQc,sunrise fast food,41.70750027801292,-87.60882266133223,600 e 103rd st,60628.0,3.8,5.0
10534,ChIJcRoSZIjRD4gRhk4Qx8ZFqz0,ericksons delicatessen,41.97774202210169,-87.66850645693188,5250 n clark st,60640.0,4.0,2.0
10537,ChIJjbP4OmwpDogR0oe0J_y_Fag,litehouse whole food grill,41.79939802477482,-87.59217413474705,1373 e 53rd st,60615.0,4.1,433.0
10540,ChIJWx-tUeHSD4gRe620dttISFY,linkin house,41.920080499210265,-87.6624801689114,2142 n clybourn ave,60614.0,3.1,11.0
10548,ChIJw6FXY7AsDogRwJqRFIxIfD8,the works north loop inc,41.88577121746171,-87.63082981639084,201 n clark st,60601.0,1.0,1.0
10549,ChIJ4z6Qj3wuDogRQ_gUyehnNRY,fonseca nutrision,41.80852106777786,-87.66295769294955,1509 w 47th st,60609.0,5.0,1.0
10550,ChIJI9V5ExzTD4gR5PVBGHZyRPs,sal's deli,41.92161984057171,-87.65405058579167,1013 w webster ave,60614.0,4.3,14.0
10552,ChIJD3SCvGrSD4gR_I3KvZESVCA,johnny casserole,41.95483275387562,-87.67862617510166,4019 n damen ave,60618.0,4.9,7.0
10554,ChIJuTU3YAd6XUAR_ttocOfkK0Y,sos swagger,41.80242492805717,-87.61956496592907,5048-5050 s prairie,60615.0,3.9,18.0
10559,ChIJT68W9bksDogRcF8VsOhoiJA,fresha place,41.88436187748195,-87.63316453760919,171 w randolph st,60601.0,4.3,3.0
10565,ChIJrQbBtKjTD4gRvondDP5M77w,relish the thought,41.94020052246845,-87.64912610209599,3207 n halsted st,60657.0,5.0,6.0
10566,ChIJhzbws94sDogRVmlzuGLLZSw,carmichael's chicago steak hse,41.880486262799224,-87.65407835993324,1052 w monroe st,60607.0,4.4,25.0
10568,ChIJg-wR2tosDogRxibEiu_r74A,green st. smoked meats,41.8835537007592,-87.64872613453178,112 n green st,60607.0,4.7,2323.0
10569,ChIJafCZ6bssDogRvV_QMyh_5cA,residence inn chicago downtown,41.88164539082784,-87.63220953838871,11 s la salle st,60603.0,4.6,1405.0
10576,ChIJAwrPG6QoDogRZnw9Z5UeE7I,el lar's,41.74120827946732,-87.6048062701758,8431 s cottage grove ave,60619.0,5.0,1.0
10578,ChIJDyR65qbTD4gRhqDydtMG3FM,melanthios,41.93811706325153,-87.64448281820779,3114 n broadway,60657.0,3.7,17.0
10580,ChIJTYEEr6DJD4gR6bboz-_HGdM,armand's pizzeria,42.00258143308993,-87.81607036079886,6694 n northwest hwy,60631.0,4.2,53.0
10581,ChIJUQr_drLTD4gRYTWUFXacsTU,the wheel house wrigleyville,41.946831640926156,-87.6638619981349,3553 n southport ave,60657.0,4.7,41.0
10583,ChIJDSv2FnDSD4gRrgb591jD_8A,wendy's ,41.9471006865081,-87.68841371942686,3610 n western ave,60618.0,3.6,773.0
10584,ChIJ_-R6DXIlDogRg22qyAoiMzU,iona's beverly hills cafe,41.721038458771744,-87.6673976804851,1767 w 95th st,60643.0,4.0,7.0
10585,ChIJG4COIH3JD4gR5Se0dlRwcsg,wendy's ,41.979892458487015,-87.8071270144487,5456 n harlem ave,60656.0,3.6,732.0
10589,ChIJ2QQVvp0vDogRAwDalzAlgpI,ribs unlimited,41.75030523363751,-87.65940224188564,1419 w 79th st,60620.0,2.4,11.0
10590,ChIJ3_RjHGLMD4gRbjZwyzBDAAA,bel-long pantry,41.938527050658564,-87.7616548064493,5401 w belmont ave,60641.0,3.0,4.0
10596,ChIJ06pZgSnND4gRDkaAR2XGMzU,munchers,41.902646985546816,-87.7348031990482,4326 w division st,60651.0,4.6,5.0
10597,ChIJX_6XFccuDogRfTYMBKmEFYE,wendy's ,41.79463882630404,-87.63226704546274,242 w garfield blvd,60609.0,3.8,1848.0
10598,ChIJzZEG7U4yDogR4lrQ72ubYIA,el encanto michoacano,41.8442785563759,-87.73057226544614,4228 w 26th st,60623.0,4.3,35.0
10600,ChIJ6ZJHuJ3YEYgRTq02w1byRIc,wendy's ,41.68105583593717,-87.53825067639677,3516 e 118th st,60617.0,4.1,419.0
10604,ChIJD3CKYDEtDogRi2jCocbcotk,chef fredy,41.88905037360938,-87.66235914884983,400 n noble st,60622.0,4.5,10.0
10607,ChIJ_6bSDRnSD4gRgKXKbzpn1GE,wendy's ,41.96861920394832,-87.68113124664892,2053 w lawrence ave,60625.0,3.9,839.0
10608,ChIJD9S64RQxDogRsrxR5FBDcT8,wendy's ,41.797020247873114,-87.75318349526471,5679 s archer ave,60638.0,4.1,564.0
10609,ChIJX6KeK87SD4gRGimlDp7LF3E,wendy's ,41.90322156268545,-87.66848595723336,1623 w division st,60622.0,3.8,1331.0
10612,ChIJZwwWR7bSD4gR6IQ634MDd5E,smallbar division,41.90304557777301,-87.67919511353081,2049 w division st,60622.0,4.1,31.0
10614,ChIJAQAAAEQpDogRJa--yL3DONQ,julia's south side shrimp,41.79900325575758,-87.58389265837322,5319 s hyde park blvd,60615.0,5.0,2.0
10617,ChIJwcIdpjvND4gRErLJThVajJU,la isla pequena,41.909735949989646,-87.72927346612649,4107 w north ave,60639.0,3.0,2.0
10619,ChIJGa_kyaQoDogRrfoV93fZhwc,capt curt's bbq shazzam,41.74553394318885,-87.60522315135694,8206 s cottage grove ave,60619.0,3.0,9.0
10620,ChIJI3JBnQnTD4gREZ5j3poY-3c,panera cares,41.932916223966906,-87.64460350952312,616 w diversey pkwy,60614.0,4.0,1.0
10625,ChIJ_5z0C-7ND4gR1tax3IYbM0I,casa de moy y roy,41.96151388263114,-87.70840537863815,4410 n kedzie ave,60625.0,4.5,2.0
10628,ChIJeT-zwKbTD4gRGPmhdlDkQe0,banh mi & co,41.93885202306125,-87.6442112807118,3141 n broadway st,60657.0,4.2,132.0
10630,ChIJlY6-ciUtDogR8WCWVb7PNk0,union park lounge,41.87819911274335,-87.65717827964691,228 s racine ave,60607.0,4.2,6.0
10633,ChIJZRCsl3AxDogRWuvjfo4OgKw,mcdonald's ,41.80741719738648,-87.74329469553156,4704 s cicero ave,60638.0,3.6,1038.0
10634,ChIJhURTp5XSD4gRAoy-3Sy0j2I,cafe laguardia,41.91758599198639,-87.68058920327684,2111 w armitage ave,60647.0,4.3,21.0
10640,ChIJ07BDMvwwDogRTMuYItx7uwU,mcdonalds ,41.77594158766637,-87.74233869259909,6420 s cicero ave,60638.0,3.7,940.0
10645,ChIJsb5mZNLSD4gR7TQS2_47vEQ,moku sushi bar,41.898904320840785,-87.66722318342336,933 n ashland ave,60622.0,4.5,2.0
10650,ChIJrYfz2TDND4gRAKoXNYrJZjc,carnitas don miguel,41.9048094553048,-87.72270160790991,3838 w grand ave,60651.0,5.0,1.0
10651,ChIJE1OocyYpDogRQVDDz2g07j4,"get it 'n go, llc",41.780279005523894,-87.60732796782602,725 e 63rd st,60637.0,3.8,23.0
10657,ChIJBxXCudwxDogR_6uitjI3NLI,rosas tamales ,41.79357839404283,-87.70671280334706,3314 w 55th st,60632.0,4.3,364.0
10661,ChIJEx6AkVMzDogR8hs_94EkzmM,genesis on the avenue,41.89466976462685,-87.77066533021669,5811 w chicago ave,60651.0,3.0,1.0
10665,ChIJreJVwIUsDogRL3qSEHDnMdw,flavor 180,41.86160396604375,-87.62713257931675,1511 s state st,60605.0,4.0,7.0
10670,ChIJVTHjs8IsDogRd0xQXXV6eRw,jimmy john's - van buren,41.87677248678597,-87.64778828880829,812 w van buren st,60607.0,3.6,65.0
10671,ChIJ98xQs-MsDogRWgmrNNocExM,jimmy john's - taylor,41.869326792512716,-87.65549441138509,1133 w taylor st,60607.0,3.9,94.0
10672,ChIJDXhYu57SD4gRWhKeJ0O_YuE,blue sprout,41.920745734370186,-87.69359694588849,2171 n milwaukee ave,60647.0,3.2,6.0
10673,ChIJLVY0tpksDogR_YiTakQX3k4,jimmy john's-canal,41.86888971111206,-87.63909892808796,1101 s canal st,60607.0,3.9,36.0
10674,ChIJiT_roKssDogRHi8Wbr_ii_k,jimmy john's ohio,41.89245401445151,-87.622415216598,205 e ohio st,60611.0,3.7,53.0
10677,ChIJW3zSXwXSD4gRjaQ6LkT4OQU,thai oscar,41.965989980278934,-87.68897226767824,4638 n western ave,60625.0,4.2,9.0
10679,ChIJa4y0NA_ND4gRoGUoq4dKbaI,el sabor pizzeria and roasted chicken,41.93191768434188,-87.72554475474199,3924 w diversey ave,60647.0,3.0,2.0
10690,ChIJ_58vPXjJD4gR9sroNOirs8E,resurrection medical center,41.988575182799465,-87.81297791219501,7435 w talcott ave,60631.0,3.3,158.0
10692,ChIJAdPg5SrSD4gRPwHSdWNL1L4,king of thai noodles and rice inc.,41.97314767068932,-87.65895612095852,1129 w argyle st,60640.0,5.0,6.0
10694,ChIJS6bI3AssDogRNXrKtMWOJjk,mama lou's comfort kitchen,41.83116513402594,-87.62210904738643,124 e 35th st.,60616.0,5.0,2.0
10696,ChIJjRV5iRjSD4gR8owu-t_HtEE,grand katachi,41.968330403151455,-87.67902762942835,4747 n damen ave,60625.0,4.3,8.0
10703,ChIJZVJHfFTTD4gRefzsSNi_j4E,wonut,41.8977408562525,-87.62396131598219,835 n michigan,60611.0,4.0,2.0
10708,ChIJv97EoassDogR8VS2l8q3hWo,jersey mike's,41.89245290794413,-87.6224908327819,203 e ohio st,60611.0,4.3,171.0
10711,ChIJf2mqXQXMD4gRBC8yP2jvaYI,central kitchen and tap,41.96782599081704,-87.76762485604898,4800-4802 n central ave,60630.0,4.0,13.0
10714,ChIJdy7U9WLND4gRlsn7Bwe_NI8,slippery slope,41.92415030562805,-87.699150882692,2357 n milwaukee ave,60647.0,4.3,638.0
10720,ChIJN26NVwjTD4gRHoJwVCOae7s,michael diversey's,41.932883864695405,-87.64627175168745,670 w diversey pkwy,60614.0,4.3,10.0
10724,ChIJq61v7BXOD4gR2RbAK0ruq0s,kam kong cafe,41.995670009567625,-87.71266459814409,6261 n mccormick rd,60659.0,5.0,2.0
10731,ChIJzeDujgPTD4gRpmcptxM7gnA,etno village grill,41.92883653975407,-87.65371194285166,2580 n lincoln ave,60614.0,4.1,19.0
10732,ChIJLZOmRtcxDogR9ikdQWXHGkY,las 3 islas de nayarit,41.78638189485879,-87.70179623177904,3118 w 59th st,60629.0,3.9,20.0
10733,ChIJ2y7xkU0rDogRLAGamJljufA,capi's italian kitchen,41.892249163400116,-87.60951804879333,700 e grand ave,60611.0,3.3,13.0
10737,ChIJ3y-rbzkpDogR3iELQ05pCC8,duchossois center for advanced medicine,41.78961184518281,-87.60508472212473,5758 s maryland ave,60637.0,4.5,67.0
10738,ChIJ3aO_VczTD4gRheRSMaZDaYw,atolito catering inc,41.962596548691735,-87.65551767517252,4429 n broadway,60640.0,4.4,19.0
10739,ChIJGwEheKssDogRgDhUJ-_X2eQ,lavazza cafe,41.89266689703108,-87.62286601089626,162 e ohio st,60611.0,4.2,160.0
10741,ChIJi-CPNjzSD4gRB_vxtvCEQKw,legee rice and noodles,41.961619281289565,-87.67502882185283,1810 w montrose ave,60613.0,4.0,2.0
10742,ChIJ588VTMItDogR8zdxZghZfTU,jazzy bean cafe,41.83048987325396,-87.6762068763212,2022 w 35th st,60609.0,4.0,1.0
10744,ChIJ5dqfnjksDogR-OilYne3m1E,kawa ii japanese restaurant,41.8320155001303,-87.64598772134339,3417 s halsted st,60608.0,4.5,264.0
10748,ChIJJ00VeajTD4gRQkHBK30cO34,sandwich me in,41.93743309705743,-87.64846482614011,3037 n clark st,60657.0,4.5,10.0
10751,ChIJa7pTLKssDogRN-wo98jjo6A,afcsushi@northwestern memorial hospital,41.89490330235543,-87.62074372623964,251 e huron st,60611.0,3.7,527.0
10755,ChIJ7zwFga8sDogR48o0MWz4Jes,elephant & castle,41.885431670610096,-87.626119285512,185 n wabash ave,60601.0,4.2,1604.0
10757,ChIJPeovOKssDogRF8fXiLsQcuo,northwestern memorial hospital (cafeteria-2nd),41.89490330235543,-87.62074372623964,251 e huron st,60611.0,4.0,7.0
10758,ChIJpYXgLtfSD4gRPZ6pJJFrdWU,blue star bistro & wine bar,41.90372547737016,-87.66247406362301,1209-11 n noble st,60642.0,4.8,15.0
10761,ChIJca6aky_SD4gRrcHGpR25pzQ,ch ' ava cafe,41.96691374122208,-87.66723233053568,4656 n clark st,60640.0,4.4,24.0
10762,ChIJBUxhfDnND4gRZmGY6wvx5pM,el sabor latino,41.92476960356357,-87.71216993271976,3400 w fullerton ave,60647.0,4.0,397.0
10766,ChIJpXyzOrbSD4gR0nqRMLn9Y8A,jimmy john's ,41.90988978788182,-87.67647757629045,1557 n milwaukee ave,60622.0,3.6,63.0
10767,ChIJC1ExuUjTD4gRZQWFcDnVhZg,old town refinery,41.9041585871483,-87.63434276178984,1209-1211 n wells st,60610.0,3.3,4.0
10771,ChIJNaqMMj3TD4gRuKiSULOl-I0,zig zag kitchen,41.926190902860434,-87.65001746088006,2436 n lincoln ave,60614.0,4.3,12.0
10773,ChIJx4JK4U_TD4gRxJs5_VODSbE,p j clarke's,41.904092726028594,-87.62882708628075,1204 n state pkwy,60610.0,3.9,24.0
10779,ChIJvY5_62HMD4gRMDn9Xy8jzZU,"perilli's pizza, inc",41.9385394320182,-87.7606308007806,5337 w belmont ave,60641.0,3.7,3.0
10780,ChIJt3NFJT8vDogRIDkt3YDg1N0,a one gyros,41.758192898727984,-87.63417617194523,352 w 75th st,60621.0,4.3,3.0
10789,ChIJ_2y0263TD4gRzeUPHxV1oO8,"the big cheese wrigleyville, llc",41.94366230209547,-87.65350281244702,3401 n clark st,60657.0,4.1,7.0
10791,ChIJS6e_rdXTD4gRDkEFCDRzJCM,vinh phat b.b.q.,41.97315618640088,-87.65831548924288,1113-1115 w argyle st,60640.0,5.0,3.0
10796,ChIJi_tVYkfTD4gRk7IdXgzy9eU,"green apple mini mart, inc",41.90855121194696,-87.63836566082679,1435 n sedgwick st,60610.0,3.7,3.0
10797,ChIJUY9P8sjTD4gRXejS5FqCIaM,bojono's pizzeria/healthy kids kitchen,41.958069460493796,-87.64965541165121,4185 n clarendon ave,60613.0,5.0,1.0
10802,ChIJsRqK1LrTD4gRjgBDImP71qQ,pie hole pizza joint,41.94535397550153,-87.64589409386303,3477 n broadway,60657.0,4.0,22.0
10803,ChIJuZeUWdwyDogRfR9MooS8IRA,"gabby's smokin grillz, inc.",41.88078470739971,-87.72986386402634,4144 w madison st,60624.0,3.3,4.0
10812,ChIJH26GX5jSD4gRXUi5W0evaEk,chilapan,41.91744465934002,-87.68979177844926,2459 w armitage ave,60647.0,5.0,1.0
10813,ChIJI81nEKrTD4gRZkcOPm0DoA4,city dough,41.93603914598557,-87.65382872321025,2953-2955 n sheffield ave,60657.0,4.0,5.0
10815,ChIJjQzZtlkvDogR7YXa_2ydOhs,ice chatham theatres,41.73622612155934,-87.62926031189663,208-210 w 87th st,60620.0,4.0,869.0
10817,ChIJIebOGrQsDogRqIvQVXhdRUY,sushi samba,41.890955206414645,-87.6342004367628,504 n wells st,60654.0,4.0,81.0
10818,ChIJmXJH1DssDogReg_TR_OaESI,chef aj's carry out,41.83086593535706,-87.64562654620835,748 w 35th st,60616.0,5.0,2.0
10822,ChIJvcTS06HND4gR7d2w3XQlv-A,7-eleven ,41.93932519249528,-87.71746162505319,3600 w belmont ave,60618.0,3.6,30.0
10824,ChIJ5XyTxDnLD4gRVUUhMheVXLw,new fue city,41.909075748933134,-87.79933860356445,6954 w north ave,60707.0,3.7,3.0
10825,ChIJMTmMTcYsDogRUSnOagF-dzE,sweet miss giving's,41.88418750712781,-87.64111966683218,131 n clinton st,60661.0,4.0,1.0
10826,ChIJ7ZiiezXND4gRgsbhZ72rVUs,"shrimp five star,inc.",41.89898839629317,-87.71771523169724,3635 w augusta blvd,60651.0,4.0,2.0
10827,ChIJB6VGg4jRD4gRB-woGsB5xu0,forever yogurt andersonville l,41.97833437097476,-87.66819023693519,5309 n clark st,60640.0,4.6,211.0
10832,ChIJZevDS8YsDogRuMxfhAfyTWs,spicy monkey soup co.,41.88418750712781,-87.64111966683218,131 n clinton st,60661.0,4.7,3.0
10834,ChIJv73YHtgwDogRPFBw--xbPTE,chi's jac robins,41.77784507899415,-87.76638143708637,5755 w 63rd st,60638.0,5.0,1.0
10836,ChIJsbWvhVPTD4gRXD0w0NipLxI,water tower newsstand inc.,41.898079920503314,-87.6239457056618,845 n michigan ave,60611.0,4.1,7.0
10838,ChIJd1FIoNQxDogRIVxL-mqI0Hw,sobre el fuego,41.778874221577404,-87.70231355503721,3141 w 63rd st,60629.0,4.0,8.0
10839,ChIJp7vbRX3MD4gRq3hmtF_nNcg,dollar tree ,41.9386767106555,-87.7671862996302,5616 w belmont ave bldg,60634.0,4.1,74.0
10846,ChIJeejQkVTSD4gRVO2sYdb5gf4,stage 773,41.939713343725145,-87.65998560081745,1225 w belmont ave,60657.0,4.6,529.0
10847,ChIJk6QQWKUsDogRIuoBrlIdj50,"theatredreams chicago, llc",41.885237799492714,-87.62778183447382,175 n state st,60601.0,5.0,2.0
10848,ChIJh1voJV0zDogRIT4wBhVUDMQ,squeakies,41.88247657881779,-87.75529606219723,5202 w washington blvd,60644.0,2.7,3.0
